replicate,group,ga,p
14,G2,23.0,0.747922774738448
14,G2,23.1,0.7482710896967639
14,G2,23.2,0.748619221541805
14,G2,23.3,0.7489670513187737
14,G2,23.4,0.7493147609662368
14,G2,23.5,0.7496621826936141
14,G2,23.6,0.7500094167660329
14,G2,23.7,0.750356460573
14,G2,23.8,0.75070320499535
14,G2,23.9,0.7510498278465647
14,G2,24.0,0.751396156663216
14,G2,24.1,0.7517423013347607
14,G2,24.2,0.7520882487514599
14,G2,24.3,0.7524339004990174
14,G2,24.4,0.7527794285013774
14,G2,24.5,0.7531246558833651
14,G2,24.6,0.7534697035135746
14,G2,24.7,0.7538145465587415
14,G2,24.8,0.7541590976561938
14,G2,24.9,0.7545035228128684
14,G2,25.0,0.7548476407758998
15,G1,10.0,0.7996380558387435
15,G1,10.1,0.8005021044489287
15,G1,10.2,0.8013641738263227
15,G1,10.3,0.802224259062036
15,G1,10.4,0.8030823562508468
15,G1,10.5,0.8039384601867098
15,G1,10.6,0.8047925661284456
15,G1,10.7,0.8056446708263214
15,G1,10.8,0.8064947690431613
15,G1,10.9,0.807342856299748
15,G1,11.0,0.8081889279892382
15,G1,11.1,0.8090329794186332
15,G1,11.2,0.8098750061567968
15,G1,11.3,0.81071500499717
15,G1,11.4,0.811552971757212
15,G1,11.5,0.8123889015381998
15,G1,11.6,0.8132227906880837
15,G1,11.7,0.8140546352252157
15,G1,11.8,0.8148844303205857
15,G1,11.9,0.8157121720473646
15,G1,12.0,0.816537856807328
15,G1,12.1,0.8173614801658282
15,G1,12.2,0.8181830390573395
15,G1,12.3,0.8190025288343854
15,G1,12.4,0.8198199469111747
15,G1,12.5,0.8206352892317378
15,G1,12.6,0.8214485518490662
15,G1,12.7,0.822259731204103
15,G1,12.8,0.8230688238312193
15,G1,12.9,0.8238758252694814
15,G1,13.0,0.8246807334628918
15,G1,13.1,0.8254835453311142
15,G1,13.2,0.826284257476619
15,G1,13.3,0.8270828654787591
15,G1,13.4,0.8278793672855842
15,G1,13.5,0.8286737596033205
15,G1,13.6,0.8294660386617141
15,G1,13.7,0.8302562020422026
15,G1,13.8,0.8310442475196927
15,G1,13.9,0.8318301708965975
15,G1,14.0,0.8326139694902384
15,G1,14.1,0.8333956401972478
15,G1,14.2,0.8341751793616966
15,G1,14.3,0.8349525853822433
15,G1,14.4,0.8357278557438182
15,G1,14.5,0.8365009875248014
15,G1,14.6,0.8372719775263567
15,G1,14.7,0.8380408238569765
15,G1,14.8,0.8388075235161548
15,G1,14.9,0.8395720736406372
15,G1,15.0,0.8403344716435228
15,G1,15.1,0.8410947152250737
15,G1,15.2,0.8418528023526158
15,G1,15.3,0.8426087300866747
15,G1,15.4,0.8433624967772588
15,G1,15.5,0.8441141005872035
15,G1,15.6,0.8448635388271252
15,G1,15.7,0.8456108088938027
15,G1,15.8,0.8463559099614163
15,G1,15.9,0.8470988379555381
15,G1,16.0,0.8478395920305022
15,G1,16.1,0.8485781713817604
15,G1,16.2,0.8493145737540974
15,G1,16.3,0.8500487968987791
15,G1,16.4,0.850780838891192
15,G1,16.5,0.8515106989690792
15,G1,16.6,0.8522383747551784
15,G1,16.7,0.8529638645745737
15,G1,16.8,0.8536871682416375
15,G1,16.9,0.854408283330364
15,G1,17.0,0.8551272083957399
15,G1,17.1,0.8558439416544267
15,G1,17.2,0.8565584813517149
15,G1,17.3,0.8572708261279236
15,G1,17.4,0.8579809758435301
15,G1,17.5,0.8586889292699603
15,G1,17.6,0.8593946843859522
15,G1,17.7,0.8600982405741165
15,G1,17.8,0.8607995968557425
15,G1,17.9,0.8614987514513137
15,G1,18.0,0.862195703314077
15,G1,18.1,0.8628904518725581
15,G1,18.2,0.8635829955785228
15,G1,18.3,0.8642733343850548
15,G1,18.4,0.864961466672727
15,G1,18.5,0.8656473928241272
15,G1,18.6,0.8663311116528215
15,G1,18.7,0.8670126222562291
15,G1,18.8,0.8676919241125273
15,G1,18.9,0.8683690166197924
15,G1,19.0,0.8690438983042551
15,G1,19.1,0.8697165702371286
15,G1,19.2,0.870387032242219
15,G1,19.3,0.8710552838432523
15,G1,19.4,0.8717213235296525
15,G1,19.5,0.8723851523214726
15,G1,19.6,0.8730467699451835
15,G1,19.7,0.8737061755261286
15,G1,19.8,0.8743633697219575
15,G1,19.9,0.875018353178141
15,G1,20.0,0.8756711246857332
15,G1,20.1,0.8763216844260571
15,G1,20.2,0.8769700321781835
15,G1,20.3,0.8776161672629469
15,G1,20.4,0.8782600911398729
15,G1,20.5,0.8789018042378928
15,G1,20.6,0.8795413064909574
15,G1,20.7,0.8801785976790958
15,G1,20.8,0.8808136788066281
15,G1,20.9,0.8814465498818561
15,G1,21.0,0.8820772110084729
15,G1,21.1,0.88270566243724
15,G1,21.2,0.8833319047947799
15,G1,21.3,0.8839559389504148
15,G1,21.4,0.8845777648478843
15,G1,21.5,0.8851973838307156
15,G1,21.6,0.8858147968789853
15,G1,21.7,0.8864300041925482
15,G1,21.8,0.8870430060807547
15,G1,21.9,0.8876538046234258
15,G1,22.0,0.8882623986001994
15,G1,22.1,0.8888687900890908
15,G1,22.2,0.8894729811916703
15,G1,22.3,0.8900749724663415
15,G1,22.4,0.8906747644467665
15,G1,22.5,0.8912723581076156
15,G1,22.6,0.8918677556379458
15,G1,22.7,0.8924609574180031
15,G1,22.8,0.8930519647256462
15,G1,22.9,0.893640780178869
15,G1,23.0,0.8942274040973418
15,G1,23.1,0.8948118379121361
15,G1,23.2,0.8953940825411995
15,G1,23.3,0.8959741390279982
15,G1,23.4,0.8965520089208101
15,G1,23.5,0.8971276948635405
15,G1,23.6,0.8977011983934954
15,G1,23.7,0.8982725202367654
15,G1,23.8,0.8988416625739191
15,G1,23.9,0.8994086272028031
15,G1,24.0,0.8999734152119694
15,G1,24.1,0.9005360282258885
15,G1,24.2,0.9010964684324148
15,G1,24.3,0.9016547369737347
15,G1,24.4,0.9022108365192618
15,G1,24.5,0.9027647682792125
15,G1,24.6,0.9033165352293538
15,G1,24.7,0.9038661388798942
15,G1,24.8,0.904413581051966
15,G1,24.9,0.9049588639884178
15,G1,25.0,0.9055019896455145
15,G2,10.0,0.7031574221850815
15,G2,10.1,0.7041876265648033
15,G2,10.2,0.7052165494266452
15,G2,10.3,0.706244181824142
15,G2,10.4,0.7072705145712704
15,G2,10.5,0.7082955401989329
15,G2,10.6,0.7093192490319028
15,G2,10.7,0.7103416326116239
15,G2,10.8,0.7113626822454471
15,G2,10.9,0.712382388182439
15,G2,11.0,0.713400741492606
15,G2,11.1,0.7144177359179206
15,G2,11.2,0.7154333607884167
15,G2,11.3,0.7164476105233942
15,G2,11.4,0.7174604741895055
15,G2,11.5,0.7184719471548097
15,G2,11.6,0.7194820212671218
15,G2,11.7,0.7204906876896817
15,G2,11.8,0.7214979379164395
15,G2,11.9,0.7225037649365884
15,G2,12.0,0.723508160487486
15,G2,12.1,0.7245111156632049
15,G2,12.2,0.7255126224932618
15,G2,12.3,0.7265126707691548
15,G2,12.4,0.7275112539120118
15,G2,12.5,0.7285083632388538
15,G2,12.6,0.7295039902907342
15,G2,12.7,0.7304981288942087
15,G2,12.8,0.7314907728246288
15,G2,12.9,0.7324819125730861
15,G2,13.0,0.7334715388052325
15,G2,13.1,0.7344596465037643
15,G2,13.2,0.7354462282564196
15,G2,13.3,0.7364312768388797
15,G2,13.4,0.7374147832927525
15,G2,13.5,0.7383967410621743
15,G2,13.6,0.7393771428540936
15,G2,13.7,0.7403559791093421
15,G2,13.8,0.7413332433276444
15,G2,13.9,0.7423089277748791
15,G2,14.0,0.7432830218493168
15,G2,14.1,0.7442555215349554
15,G2,14.2,0.7452264176744714
15,G2,14.3,0.7461957037226778
15,G2,14.4,0.747163372389463
15,G2,14.5,0.7481294173332957
15,G2,14.6,0.7490938332089642
15,G2,14.7,0.7500566129098559
15,G2,14.8,0.7510177475116125
15,G2,14.9,0.751977231629988
15,G2,15.0,0.7529350582031835
15,G2,15.1,0.7538912198023051
15,G2,15.2,0.7548457087753572
15,G2,15.3,0.7557985175030321
15,G2,15.4,0.756749637447527
15,G2,15.5,0.7576990630805416
15,G2,15.6,0.7586467875081963
15,G2,15.7,0.7595928024990825
15,G2,15.8,0.7605371052593127
15,G2,15.9,0.7614796893769488
15,G2,16.0,0.7624205432549918
15,G2,16.1,0.7633596641888898
15,G2,16.2,0.7642970455439753
15,G2,16.3,0.7652326820316362
15,G2,16.4,0.7661665666053117
15,G2,16.5,0.7670986920510602
15,G2,16.6,0.7680290534232147
15,G2,16.7,0.7689576429423869
15,G2,16.8,0.7698844543655793
15,G2,16.9,0.7708094810098152
15,G2,17.0,0.7717327150238581
15,G2,17.1,0.7726541499352773
15,G2,17.2,0.7735737816861576
15,G2,17.3,0.7744916014426562
15,G2,17.4,0.7754076065042342
15,G2,17.5,0.7763217877610169
15,G2,17.6,0.777234143582635
15,G2,17.7,0.7781446680772598
15,G2,17.8,0.7790533544426392
15,G2,17.9,0.7799601964945609
15,G2,18.0,0.7808651897892466
15,G2,18.1,0.7817683276862439
15,G2,18.2,0.7826696038437873
15,G2,18.3,0.7835690128400874
15,G2,18.4,0.7844665461503509
15,G2,18.5,0.7853621999568022
15,G2,18.6,0.7862559677690951
15,G2,18.7,0.7871478430967933
15,G2,18.8,0.7880378229889438
15,G2,18.9,0.7889259040839545
15,G2,19.0,0.7898120787638253
15,G2,19.1,0.7906963397457355
15,G2,19.2,0.7915786849516494
15,G2,19.3,0.7924591096893062
15,G2,19.4,0.793337609415012
15,G2,19.5,0.7942141771905847
15,G2,19.6,0.7950888093746944
15,G2,19.7,0.7959615011424817
15,G2,19.8,0.7968322453811848
15,G2,19.9,0.797701037931935
15,G2,20.0,0.798567873718462
15,G2,20.1,0.7994327441964562
15,G2,20.2,0.800295648515178
15,G2,20.3,0.8011565795083535
15,G2,20.4,0.8020155335886763
15,G2,20.5,0.8028725058490929
15,G2,20.6,0.8037274929524618
15,G2,20.7,0.8045804922820781
15,G2,20.8,0.805431499340583
15,G2,20.9,0.8062805073853406
15,G2,21.0,0.8071275141282326
15,G2,21.1,0.8079725147657647
15,G2,21.2,0.8088155043330446
15,G2,21.3,0.8096564780425702
15,G2,21.4,0.8104954307608303
15,G2,21.5,0.811332356388638
15,G2,21.6,0.8121672521696552
15,G2,21.7,0.813000113979618
15,G2,21.8,0.8138309358360516
15,G2,21.9,0.81465971869619
15,G2,22.0,0.8154864588528186
15,G2,22.1,0.8163111463421847
15,G2,22.2,0.8171337820230462
15,G2,22.3,0.8179543617857751
15,G2,22.4,0.8187728835514327
15,G2,22.5,0.8195893428273867
15,G2,22.6,0.8204037351191326
15,G2,22.7,0.8212160584701823
15,G2,22.8,0.8220263077205925
15,G2,22.9,0.8228344794463862
15,G2,23.0,0.8236405696448225
15,G2,23.1,0.8244445730269054
15,G2,23.2,0.8252464862802701
15,G2,23.3,0.8260463078623785
15,G2,23.4,0.8268440316548362
15,G2,23.5,0.8276396580489958
15,G2,23.6,0.8284331807060638
15,G2,23.7,0.8292246010695207
15,G2,23.8,0.8300139160738124
15,G2,23.9,0.8308011215513478
15,G2,24.0,0.8315862142477258
15,G2,24.1,0.8323691926723538
15,G2,24.2,0.8331500523419598
15,G2,24.3,0.8339287901229083
15,G2,24.4,0.8347054036281184
15,G2,24.5,0.8354798867248727
15,G2,24.6,0.8362522387613934
15,G2,24.7,0.8370224559818124
15,G2,24.8,0.8377905343782968
15,G2,24.9,0.8385564746044505
15,G2,25.0,0.8393202763745822
16,G1,10.0,0.7829195766336001
16,G1,10.1,0.7839338230943735
16,G1,10.2,0.7849456763747044
16,G1,10.3,0.7859551250494378
16,G1,10.4,0.7869621642339208
16,G1,10.5,0.78796678609354
16,G1,10.6,0.788968982295564
16,G1,10.7,0.7899687500139039
16,G1,10.8,0.7909660750530637
16,G1,10.9,0.7919609427053133
16,G1,11.0,0.7929533500204359
16,G1,11.1,0.793943294297279
16,G1,11.2,0.794930770456344
16,G1,11.3,0.7959157719879374
16,G1,11.4,0.7968982874580599
16,G1,11.5,0.7978783117907873
16,G1,11.6,0.7988558389221199
16,G1,11.7,0.7998308602890762
16,G1,11.8,0.80080337513755
16,G1,11.9,0.8017733709265207
16,G1,12.0,0.8027408338628643
16,G1,12.1,0.8037057578702517
16,G1,12.2,0.8046681432555393
16,G1,12.3,0.8056279852224718
16,G1,12.4,0.8065852793676936
16,G1,12.5,0.8075400163250799
16,G1,12.6,0.8084921886282513
16,G1,12.7,0.8094417927779519
16,G1,12.8,0.8103888207678689
16,G1,12.9,0.8113332722638593
16,G1,13.0,0.8122751376605801
16,G1,13.1,0.8132144033480021
16,G1,13.2,0.8141510624232035
16,G1,13.3,0.8150851153421692
16,G1,13.4,0.8160165588214415
16,G1,13.5,0.8169453907864498
16,G1,13.6,0.817871602604652
16,G1,13.7,0.818795186080273
16,G1,13.8,0.8197161394767364
16,G1,13.9,0.8206344562976114
16,G1,14.0,0.8215501349099984
16,G1,14.1,0.8224631695258869
16,G1,14.2,0.823373547949217
16,G1,14.3,0.8242812606863388
16,G1,14.4,0.8251863098894138
16,G1,14.5,0.8260886926125229
16,G1,14.6,0.8269884090050991
16,G1,14.7,0.8278854515267393
16,G1,14.8,0.8287798121458457
16,G1,14.9,0.8296714897369629
16,G1,15.0,0.830560479890467
16,G1,15.1,0.83144677901671
16,G1,15.2,0.8323303861125266
16,G1,15.3,0.8332112896040238
16,G1,15.4,0.8340894784856379
16,G1,15.5,0.8349649550408942
16,G1,15.6,0.8358377186241164
16,G1,15.7,0.8367077693172877
16,G1,15.8,0.8375751022403329
16,G1,15.9,0.8384397093035324
16,G1,16.0,0.8393015901897248
16,G1,16.1,0.8401607416870503
16,G1,16.2,0.8410171591930536
16,G1,16.3,0.8418708455991628
16,G1,16.4,0.8427217902501563
16,G1,16.5,0.8435699824478312
16,G1,16.6,0.8444154218813431
16,G1,16.7,0.8452581116646506
16,G1,16.8,0.84609805112841
16,G1,16.9,0.8469352383130071
16,G1,17.0,0.8477696665132578
16,G1,17.1,0.8486013335409377
16,G1,17.2,0.8494302387097112
16,G1,17.3,0.850256377684634
16,G1,17.4,0.8510797544240609
16,G1,17.5,0.8519003609338662
16,G1,17.6,0.8527181871788843
16,G1,17.7,0.8535332307421675
16,G1,17.8,0.8543454962717545
16,G1,17.9,0.855154983640079
16,G1,18.0,0.8559616935877505
16,G1,18.1,0.8567656210097672
16,G1,18.2,0.8575667619480284
16,G1,18.3,0.8583651177322669
16,G1,18.4,0.8591606851725909
16,G1,18.5,0.8599534677712203
16,G1,18.6,0.8607434610676139
16,G1,18.7,0.8615306561034521
16,G1,18.8,0.862315048261612
16,G1,18.9,0.8630966433479507
16,G1,19.0,0.8638754421754843
16,G1,19.1,0.8646514477870391
16,G1,19.2,0.8654246557826065
16,G1,19.3,0.8661950619004922
16,G1,19.4,0.866962668726449
16,G1,19.5,0.8677274749194667
16,G1,19.6,0.8684894823948983
16,G1,19.7,0.8692486909000214
16,G1,19.8,0.8700050923778133
16,G1,19.9,0.8707586807267539
16,G1,20.0,0.871509462012522
16,G1,20.1,0.8722574383138372
16,G1,20.2,0.8730026141768646
16,G1,20.3,0.8737449865880069
16,G1,20.4,0.8744845516126342
16,G1,20.5,0.8752213126110113
16,G1,20.6,0.8759552695293061
16,G1,20.7,0.876686422479804
16,G1,20.8,0.8774147763440863
16,G1,20.9,0.8781403232948753
16,G1,21.0,0.8788630563949177
16,G1,21.1,0.8795829811577807
16,G1,21.2,0.8803001022703439
16,G1,21.3,0.8810144233304529
16,G1,21.4,0.881725944777638
16,G1,21.5,0.8824346625676859
16,G1,21.6,0.883140580131649
16,G1,21.7,0.8838436988103981
16,G1,21.8,0.8845440183635307
16,G1,21.9,0.8852415462055767
16,G1,22.0,0.8859362761430088
16,G1,22.1,0.8866282022982274
16,G1,22.2,0.8873173264499749
16,G1,22.3,0.8880036568398503
16,G1,22.4,0.888687196740218
16,G1,22.5,0.889367948920193
16,G1,22.6,0.8900459115639077
16,G1,22.7,0.8907210852239393
16,G1,22.8,0.8913934738683068
16,G1,22.9,0.8920630777410029
16,G1,23.0,0.8927299046913858
16,G1,23.1,0.8933939515972857
16,G1,23.2,0.8940552125794642
16,G1,23.3,0.8947136887778395
16,G1,23.4,0.8953693881352799
16,G1,23.5,0.8960223151919479
16,G1,23.6,0.8966724752279496
16,G1,23.7,0.8973198670847204
16,G1,23.8,0.8979644903366512
16,G1,23.9,0.8986063507087182
16,G1,24.0,0.8992454496313749
16,G1,24.1,0.8998817936284175
16,G1,24.2,0.9005153834555586
16,G1,24.3,0.9011462144972048
16,G1,24.4,0.9017742853370831
16,G1,24.5,0.9023996054442881
16,G1,24.6,0.9030221792413671
16,G1,24.7,0.9036420143720074
16,G1,24.8,0.9042591103918157
16,G1,24.9,0.9048734669043933
16,G1,25.0,0.9054850902547218
16,G2,10.0,0.6830367068926229
16,G2,10.1,0.6842238727008697
16,G2,10.2,0.685409618316509
16,G2,10.3,0.6865939168698895
16,G2,10.4,0.6877767469738073
16,G2,10.5,0.6889581160984938
16,G2,10.6,0.6901380120343018
16,G2,10.7,0.6913164203426526
16,G2,10.8,0.6924933213080997
16,G2,10.9,0.6936686901560781
16,G2,11.0,0.6948425259469365
16,G2,11.1,0.696014812935447
16,G2,11.2,0.6971855479128405
16,G2,11.3,0.6983547243054965
16,G2,11.4,0.699522319112051
16,G2,11.5,0.7006883059428561
16,G2,11.6,0.7018526902164025
16,G2,11.7,0.703015465352366
16,G2,11.8,0.7041766175242756
16,G2,11.9,0.7053361252843082
16,G2,12.0,0.7064939657399578
16,G2,12.1,0.7076501356121327
16,G2,12.2,0.7088046217621234
16,G2,12.3,0.7099574178317952
16,G2,12.4,0.7111085219454003
16,G2,12.5,0.712257915050905
16,G2,12.6,0.713405567358689
16,G2,12.7,0.7145514793939385
16,G2,12.8,0.7156956518080768
16,G2,12.9,0.7168380696090603
16,G2,13.0,0.7179787136541464
16,G2,13.1,0.7191175614635761
16,G2,13.2,0.7202546056959096
16,G2,13.3,0.72138983698284
16,G2,13.4,0.7225232459440595
16,G2,13.5,0.7236548344178355
16,G2,13.6,0.7247845884420617
16,G2,13.7,0.7259124754376839
16,G2,13.8,0.7270384893423738
16,G2,13.9,0.7281626387945964
16,G2,14.0,0.7292849080334153
16,G2,14.1,0.7304052812878923
16,G2,14.2,0.7315237356528553
16,G2,14.3,0.7326402579550376
16,G2,14.4,0.733754844874632
16,G2,14.5,0.7348674849887394
16,G2,14.6,0.7359781807039394
16,G2,14.7,0.7370869233037188
16,G2,14.8,0.7381936817518869
16,G2,14.9,0.7392984411199536
16,G2,15.0,0.7404012154586846
16,G2,15.1,0.7415019920026347
16,G2,15.2,0.7426007565079262
16,G2,15.3,0.7436974868343816
16,G2,15.4,0.7447921625033194
16,G2,15.5,0.7458847872275229
16,G2,15.6,0.746975347326627
16,G2,15.7,0.7480638455851204
16,G2,15.8,0.7491502780890815
16,G2,15.9,0.7502346169953638
16,G2,16.0,0.7513168398763901
16,G2,16.1,0.7523969621760868
16,G2,16.2,0.7534749762867244
16,G2,16.3,0.7545508699022125
16,G2,16.4,0.7556246190993732
16,G2,16.5,0.756696201482175
16,G2,16.6,0.7577656232274776
16,G2,16.7,0.7588328706682431
16,G2,16.8,0.7598979449223662
16,G2,16.9,0.7609608466973315
16,G2,17.0,0.7620215540357334
16,G2,17.1,0.7630800387617342
16,G2,17.2,0.7641363122069733
16,G2,17.3,0.7651903747208008
16,G2,17.4,0.7662422143923071
16,G2,17.5,0.7672918069538609
16,G2,17.6,0.7683391327892924
16,G2,17.7,0.7693841925390597
16,G2,17.8,0.7704269786402855
16,G2,17.9,0.771467485728919
16,G2,18.0,0.7725057213841711
16,G2,18.1,0.7735416696912553
16,G2,18.2,0.7745752974960151
16,G2,18.3,0.7756066104277693
16,G2,18.4,0.7766356177531348
16,G2,18.5,0.7776623052766793
16,G2,18.6,0.7786866557381289
16,G2,18.7,0.7797086461131522
16,G2,18.8,0.7807282728421363
16,G2,18.9,0.7817455333497669
16,G2,19.0,0.7827604205681046
16,G2,19.1,0.7837729431983173
16,G2,19.2,0.7847830923931187
16,G2,19.3,0.785790834509344
16,G2,19.4,0.7867961655590714
16,G2,19.5,0.7877991029530715
16,G2,19.6,0.7887996341445793
16,G2,19.7,0.7897977452014252
16,G2,19.8,0.7907934133302683
16,G2,19.9,0.7917866265117238
16,G2,20.0,0.7927773905507169
16,G2,20.1,0.7937656958586439
16,G2,20.2,0.794751551122367
16,G2,20.3,0.7957349544657295
16,G2,20.4,0.7967158739516939
16,G2,20.5,0.7976942961619693
16,G2,20.6,0.7986702434952856
16,G2,20.7,0.799643707651404
16,G2,20.8,0.8006146774081244
16,G2,20.9,0.8015831296696827
16,G2,21.0,0.8025490453453977
16,G2,21.1,0.8035124371434075
16,G2,21.2,0.8044732937218113
16,G2,21.3,0.8054316233161318
16,G2,21.4,0.8063874287831312
16,G2,21.5,0.8073406854019237
16,G2,21.6,0.8082913700563339
16,G2,21.7,0.8092395046619786
16,G2,21.8,0.8101850881507129
16,G2,21.9,0.811128111696944
16,G2,22.0,0.8120685490533222
16,G2,22.1,0.8130063835634848
16,G2,22.2,0.8139416254837241
16,G2,22.3,0.8148742670579237
16,G2,22.4,0.815804311563533
16,G2,22.5,0.8167317683164182
16,G2,22.6,0.81765661967476
16,G2,22.7,0.8185788368681206
16,G2,22.8,0.8194984358337644
16,G2,22.9,0.8204154249643885
16,G2,23.0,0.8213297943371622
16,G2,23.1,0.822241522545937
16,G2,23.2,0.8231505916948993
16,G2,23.3,0.8240570069646616
16,G2,23.4,0.8249607668461206
16,G2,23.5,0.8258618686696905
16,G2,23.6,0.8267603275811204
16,G2,23.7,0.8276561338244414
16,G2,23.8,0.8285492534673282
16,G2,23.9,0.8294396955895402
16,G2,24.0,0.8303274781666553
16,G2,24.1,0.8312125896223072
16,G2,24.2,0.8320950164110403
16,G2,24.3,0.8329747371557074
16,G2,24.4,0.8338517505011573
16,G2,24.5,0.8347260624910505
16,G2,24.6,0.8355976686105157
16,G2,24.7,0.8364665832650376
16,G2,24.8,0.8373328045527926
16,G2,24.9,0.8381963007076396
16,G2,25.0,0.8390570691825933
17,G1,10.0,0.7762452422312177
17,G1,10.1,0.7768541946437587
17,G1,10.2,0.7774622888050445
17,G1,10.3,0.7780695710994691
17,G1,10.4,0.7786760322583326
17,G1,10.5,0.7792816317332715
17,G1,10.6,0.7798864278380048
17,G1,10.7,0.7804903746811925
17,G1,10.8,0.7810934725359188
17,G1,10.9,0.781695760691536
17,G1,11.0,0.7822971783586185
17,G1,11.1,0.7828977644936398
17,G1,11.2,0.7834975221981932
17,G1,11.3,0.7840964023548715
17,G1,11.4,0.7846944619851507
17,G1,11.5,0.7852916714225757
17,G1,11.6,0.785888007955639
17,G1,11.7,0.7864835249790874
17,G1,11.8,0.7870781634520655
17,G1,11.9,0.7876719508207679
17,G1,12.0,0.7882649015911102
17,G1,12.1,0.7888569620430121
17,G1,12.2,0.7894481842034787
17,G1,12.3,0.7900385520607749
17,G1,12.4,0.7906280288316957
17,G1,12.5,0.7912166743546103
17,G1,12.6,0.7918044351769703
17,G1,12.7,0.7923913234588349
17,G1,12.8,0.7929773695372356
17,G1,12.9,0.7935625148191348
17,G1,13.0,0.7941468030042393
17,G1,13.1,0.794730230416139
17,G1,13.2,0.7953127530674214
17,G1,13.3,0.7958944294074002
17,G1,13.4,0.7964752202203953
17,G1,13.5,0.797055115428627
17,G1,13.6,0.7976341623755958
17,G1,13.7,0.7982122994999307
17,G1,13.8,0.7987895618980045
17,G1,13.9,0.7993659580517424
17,G1,14.0,0.7999414356860354
17,G1,14.1,0.8005160511195756
17,G1,14.2,0.8010897812920669
17,G1,14.3,0.8016625958042642
17,G1,14.4,0.8022345528597528
17,G1,14.5,0.8028055951583756
17,G1,14.6,0.8033757439284186
17,G1,14.7,0.8039450203187342
17,G1,14.8,0.8045133692389517
17,G1,14.9,0.8050808393549207
17,G1,15.0,0.80564741991209
17,G1,15.1,0.8062130711955798
17,G1,15.2,0.8067778533601156
17,G1,15.3,0.8073417182908086
17,G1,15.4,0.8079046691673173
17,G1,15.5,0.8084667447353698
17,G1,15.6,0.8090278836772465
17,G1,15.7,0.8095881273290607
17,G1,15.8,0.8101474774935482
17,G1,15.9,0.8107058860506503
17,G1,16.0,0.8112634115952895
17,G1,16.1,0.8118200226418779
17,G1,16.2,0.8123756986142023
17,G1,16.3,0.8129304933923636
17,G1,16.4,0.8134843465484719
17,G1,16.5,0.8140372883214091
17,G1,16.6,0.8145893320023065
17,G1,16.7,0.8151404243922831
17,G1,16.8,0.81569061940707
17,G1,16.9,0.8162398996983296
17,G1,17.0,0.8167882296131777
17,G1,17.1,0.8173356702919854
17,G1,17.2,0.8178821666193173
17,G1,17.3,0.818427733559077
17,G1,17.4,0.8189724002414729
17,G1,17.5,0.8195161086479996
17,G1,17.6,0.8200589042436356
17,G1,17.7,0.8206007819945959
17,G1,17.8,0.8211416992734015
17,G1,17.9,0.8216817157304661
17,G1,18.0,0.8222207903272075
17,G1,18.1,0.8227589158324026
17,G1,18.2,0.8232961390699935
17,G1,18.3,0.8238323979639669
17,G1,18.4,0.8243677299731412
17,G1,18.5,0.8249021422110329
17,G1,18.6,0.8254355835348225
17,G1,18.7,0.8259681116664159
17,G1,18.8,0.8264997020933772
17,G1,18.9,0.8270303263700024
17,G1,19.0,0.8275600428439155
17,G1,19.1,0.8280887935355837
17,G1,19.2,0.8286166022009539
17,G1,19.3,0.8291434882141343
17,G1,19.4,0.8296693979596579
17,G1,19.5,0.8301943813696488
17,G1,19.6,0.8307184263883052
17,G1,19.7,0.831241494998288
17,G1,19.8,0.831763647945134
17,G1,19.9,0.8322848357916276
17,G1,20.0,0.8328050646818316
17,G1,20.1,0.8333243718000177
17,G1,20.2,0.8338426968933549
17,G1,20.3,0.8343600825600029
17,G1,20.4,0.8348765293202113
17,G1,20.5,0.8353919910525409
17,G1,20.6,0.8359065267194447
17,G1,20.7,0.8364201036077933
17,G1,20.8,0.8369327037676304
17,G1,20.9,0.8374443803836953
17,G1,21.0,0.8379550729670968
17,G1,21.1,0.838464813834232
17,G1,21.2,0.8389736147773666
17,G1,21.3,0.8394814242527355
17,G1,21.4,0.8399882969119448
17,G1,21.5,0.8404942144833514
17,G1,21.6,0.8409991430984634
17,G1,21.7,0.8415031439265049
17,G1,21.8,0.842006161398484
17,G1,21.9,0.8425082129402853
17,G1,22.0,0.8430093257651817
17,G1,22.1,0.8435094437247734
17,G1,22.2,0.8440086130651027
17,G1,22.3,0.8445068274675401
17,G1,22.4,0.8450040466104467
17,G1,22.5,0.8455003299673328
17,G1,22.6,0.8459956357242675
17,G1,22.7,0.8464899594418329
17,G1,22.8,0.8469833464690162
17,G1,22.9,0.8474757356085671
17,G1,23.0,0.8479671657277045
17,G1,23.1,0.8484576426025566
17,G1,23.2,0.8489471171319768
17,G1,23.3,0.8494356472909096
17,G1,23.4,0.8499232075733992
17,G1,23.5,0.8504097721228854
17,G1,23.6,0.8508953981299592
17,G1,23.7,0.8513800281768507
17,G1,23.8,0.8518636880144241
17,G1,23.9,0.8523463948890236
17,G1,24.0,0.8528280976898489
17,G1,24.1,0.8533088465890208
17,G1,24.2,0.8537886285097626
17,G1,24.3,0.8542674078124426
17,G1,24.4,0.854745244619472
17,G1,24.5,0.8552220891705326
17,G1,24.6,0.8556979504425664
17,G1,24.7,0.8561728632925052
17,G1,24.8,0.856646769737472
17,G1,24.9,0.8571197127182109
17,G1,25.0,0.8575916915506282
17,G2,10.0,0.5929064885529384
17,G2,10.1,0.5936474001842558
17,G2,10.2,0.5943881512472422
17,G2,10.3,0.5951287427934185
17,G2,10.4,0.5958691607354158
17,G2,10.5,0.5966094108322442
